Target, Target start, Target end, Tag, Comment, CTS URN, IIIF Canvas path, Entity URI, Creator URI
Enienes,13012,13019,Enienes,Commander: Guneus,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.745@Enienes,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Magnetes,13343,13351,Magnetes,40,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.755@Magnetes,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/540923,https://recogito.pelagios.org/chiara-p
Cytorus,18256,18263,Paphlagonians,Commander: Pylaimenes,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.850@Cytorus,/homer/VA/VA039RN-0040/canvas,http://pleiades.stoa.org/places/844898,https://recogito.pelagios.org/chiara-p
Island of Lemnos,11623,11639,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.720@Island of Lemnos,/homer/VA/VA037RN-0038/canvas,http://pleiades.stoa.org/places/422676686,https://recogito.pelagios.org/chiara-p
fifty ships,3583,3594,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.555@fifty ships,/homer/VA/VA034VN-0536/canvas,,https://recogito.pelagios.org/chiara-p
Ialmenos,1356,1364,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.510@Ialmenos,/homer/VA/VA033VN-0535/canvas,,https://recogito.pelagios.org/chiara-p
Epistrophos,18386,18397,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.855@Epistrophos,/homer/VA/VA039RN-0040/canvas,,https://recogito.pelagios.org/chiara-p
Talaos,4064,4070,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.565@Talaos,/homer/VA/VA034VN-0536/canvas,,https://recogito.pelagios.org/chiara-p
sixty ships,6138,6149,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.610@sixty ships,/homer/VA/VA035RN-0036/canvas,,https://recogito.pelagios.org/chiara-p
four leaders,6512,6524,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.615@four leaders,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
Meges,6923,6928,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.625@Meges,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
Meriones,8010,8018,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.650@Meriones,/homer/VA/VA036RN-0037/canvas,,https://recogito.pelagios.org/chiara-p
Philoctetes,11580,11591,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.720@Philoctetes,/homer/VA/VA037RN-0038/canvas,,https://recogito.pelagios.org/chiara-p
Aulis,720,725,Boeotians,"Commanders: Arkesilaos, Prothoenor, Klonios",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.495@Aulis,/homer/VA/VA033VN-0535/canvas,http://pleiades.stoa.org/places/579889,https://recogito.pelagios.org/chiara-p
eighty ships,4132,4144,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.565@eighty ships,/homer/VA/VA034VN-0536/canvas,,https://recogito.pelagios.org/chiara-p
